path,balance_y1,rate_y1,rate_shift,core_ratio,eve_path,nii_path,dEVE_path,dNII_path,worst_dEVE,worst_dNII
400,25588.648706283555,0.03424943762903308,-0.0032505623709669154,0.8781999978705858,25462.74745015309,884.8236439465444,6909.441094343158,179.35715551442752,6838.729748286783,-332.4158186112436
401,23191.78819095983,0.025234700978117672,-0.012265299021882326,0.7863983118465374,23115.793056734692,592.0769493666127,4562.486700924761,-113.38953906550421,4504.306336094804,-577.2252992205971
402,23387.48737767499,0.04510426159081143,0.007604261590811429,0.8607703652013888,23240.064084176098,1062.4244212620856,4686.757728366167,356.95793282996874,4624.249858935051,-110.79181472353082
403,18528.693371060275,0.03315564916899922,-0.004344350831000779,0.823695292728819,18445.745682057463,620.0539935378623,-107.56067375246857,-85.41249489425456,-155.71198880453812,-455.9863623154599
404,23714.50757103512,0.02238299566346948,-0.015117004336530519,0.7932168843953258,23644.820863982437,537.8556118948761,5091.514508172506,-167.61087653724076,5031.298088676755,-641.8379531917412
405,19256.707748367087,0.03442417352516099,-0.003075826474839005,0.788111150165377,19171.07469185654,668.5872969690691,617.7683360466071,-36.87919146304773,569.9204095149471,-422.01334643038973
406,18122.46986261155,0.032871120236394276,-0.004628879763605723,0.8556380881141556,18038.961838058145,601.5206248338624,-514.344517751786,-103.9458635982545,-563.2472922400048,-466.3952608504854
407,24801.325584337712,0.037813423057669285,0.0003134230576692862,0.8578826621360126,24670.007383442735,945.8015950835168,6116.701027632804,240.33510665139988,6050.022619660667,-255.69140503535448
408,31306.155715838497,0.043119871446167815,0.0056198714461678165,0.8126075125621746,31127.602686994313,1359.457078916632,12574.296331184381,653.9905904845152,12495.017525872234,27.86747616774528
409,25051.567735756682,0.033421657692256614,-0.004078342307743385,0.7275885962677487,24951.46645008205,844.1000002883765,6398.16009427212,138.6335118562596,6340.519455326863,-362.39784285887396
